l1_ratio,alpha,valid_inner_folds,mean_inner_cindex,sd_inner_cindex,Repeat,Outer Fold
1.0,0.022753425840560008,3,0.8130693090158941,0.01269936426988347,3,3
0.9,0.02528158426728889,3,0.8130455777047793,0.015768517718231175,3,3
1.0,0.052563364812917304,3,0.8122158157448184,0.03073053147043617,3,3
0.5,0.06916636822042965,3,0.8099584249848543,0.03381124841905483,3,3
0.9,0.05840373868101922,3,0.8087789181035808,0.03375315608783424,3,3
0.5,0.045506851681120015,3,0.8050966049915834,0.01925247066272957,3,3
1.0,0.01497023483528648,3,0.7987941521701433,0.01669153249953995,3,3
0.9,0.016633594261429418,3,0.7973334965524422,0.01710086552793136,3,3
0.5,0.02994046967057296,3,0.7932117733119264,0.0190741272382275,3,3
1.0,0.07989164073645127,3,0.7929893588274447,0.05213965127956878,3,3
0.9,0.08876848970716807,3,0.7865518587531385,0.051488756600683604,3,3
0.5,0.10512672962583461,3,0.7854649247909785,0.0351122904740341,3,3
0.5,0.01969882975812218,3,0.7794471712735728,0.020105220646447618,3,3
0.5,0.012960514584741786,3,0.762866115662054,0.019892342313855654,3,3
0.5,0.15978328147290255,3,0.7500529646857369,0.04170205171893498,3,3
1.0,0.00984941487906109,3,0.7206157164885778,0.12142906768131669,3,3
0.5,0.24285638038125273,3,0.7003466580250556,0.04744014448747167,3,3
0.9,0.13492021132291818,3,0.696926439814185,0.049589129886617574,3,3
1.0,0.12142819019062637,3,0.6965189729051184,0.049939136289215855,3,3
1.0,0.004263576576980302,3,0.6515848711341825,0.07474941324919528,3,3
1.0,0.0018456005205364971,3,0.634017982295907,0.09221716887191403,3,3
1.0,0.0028051486858671256,3,0.62607426367546,0.06880094835209412,3,3
1.0,0.034335973804271475,3,0.7892076561845681,0.017243355789297764,3,4
1.0,0.05218762712909382,3,0.7888938352875668,0.017156090789080588,3,4
0.9,0.03815108200474608,3,0.7875842726555566,0.016552346404804488,3,4
0.9,0.0579862523656598,3,0.7853235877657649,0.0172518998826895,3,4
0.9,0.0251008644075579,3,0.7771582162690954,0.034895289132943,3,4
1.0,0.022590777966802113,3,0.7769332132378938,0.04020492087843164,3,4
0.5,0.06867194760854295,3,0.7744934550246114,0.014297956494900468,3,4
0.5,0.04518155593360423,3,0.7707293522959185,0.024325502149827025,3,4
1.0,0.014863223395221252,3,0.769003975363464,0.05110266700774007,3,4
0.5,0.10437525425818764,3,0.7683730651573321,0.020571749823907845,3,4
0.9,0.016514692661356946,3,0.7679713139443421,0.052244012448557114,3,4
1.0,0.0793205528665249,3,0.7666836813547483,0.018170341733684075,3,4
0.5,0.029726446790442503,3,0.763770732526779,0.0490107798636171,3,4
0.9,0.0881339476294721,3,0.7603841114987993,0.020844852267800546,3,4
0.5,0.01955801699444745,3,0.7508756884839305,0.052967525045099786,3,4
0.5,0.012867869189064325,3,0.7386587595610209,0.05169121212478305,3,4
0.5,0.1586411057330498,3,0.734416315244702,0.020945264432252184,3,4
1.0,0.009779008497223724,3,0.7203714301234183,0.09839275780406356,3,4
0.5,0.24112037481557055,3,0.6764051362244882,0.03585651480649802,3,4
0.9,0.1339557637864281,3,0.6732052182643392,0.03640338517432879,3,4
1.0,0.12056018740778528,3,0.6730461613781116,0.036296660119840764,3,4
1.0,0.0018324076500397556,3,0.598133574288381,0.06693993824860874,3,4
1.0,0.0027850966957831654,3,0.5852431152562155,0.055346479248886346,3,4
1.0,0.0352774592080414,3,0.8216865945331379,0.03309826990779001,3,5
0.9,0.039197176897823774,3,0.8207110789732424,0.03489156277523566,3,5
1.0,0.02321021249447249,3,0.8206440886093667,0.026419755505142164,3,5
0.9,0.025789124993858322,3,0.819356974884084,0.028021405608113118,3,5
1.0,0.05361860122872215,3,0.8120945993772248,0.03151552745651821,3,5
0.9,0.016967522168306288,3,0.8098483178960049,0.02556206138873787,3,5
1.0,0.01527076995147566,3,0.8098171725108774,0.02493398023721697,3,5
0.9,0.05957622358746905,3,0.809752526778747,0.036294423404165554,3,5
0.5,0.04642042498894498,3,0.8060108453421048,0.04079537187254002,3,5
0.5,0.03054153990295132,3,0.8032363695133723,0.02975344066666565,3,5
0.5,0.0705549184160828,3,0.802183170674495,0.0530099928885598,3,5
1.0,0.08149550625996858,3,0.7973661038738133,0.043829801787154794,3,5
0.9,0.011163496574642526,3,0.7910278444101917,0.030149637512667513,3,5
1.0,0.010047146917178274,3,0.7907961941959315,0.02853518116276915,3,5
0.9,0.0905505625110762,3,0.7898571944138469,0.05452384480022691,3,5
0.5,0.02009429383435655,3,0.7884127058654631,0.03019808782720118,3,5
